"Show","Date","Review","Rating","SentimentScore","NewRatingPoints","Polarity"
"Supergirl","2016-03-24"," Supergirl may have started roughly but as the weeks go on, the show really starts to find its footing  It is a light hearted show with great actors  At times, the writing can get a little clunky but Melissa Benoist, Chyler Leigh, Calista Flockhart, and Laura Benanti really bring a lot to it and many times show more through their acting than words  The female relationships on the show are incredibly important and worth following as the show develops  Calista Flockhart is truly a gem that brings levity to every scene she's in while also portraying a complex women with a checked past that wants to help her protégé learn and grow  I would highly recommend this show to anyone who was looking for a fun, family friendly, superhero drama ",10,0.9,10,"Positive"
"Supergirl","2016-03-24"," I binge-watched all 17 episodes in less than a week and let me just say that I love the dynamics between the female characters in the series- this includes the not so friendly ones found in the likes of Astra, Siobhan, and Livewire  I love that most of the women take up space and are powerful and are three-dimensional  Also the POC are not background characters and call the shots too; I'm heart-eyes for James Olsen, so fond of Hank, and in awe with Lucy  The acting is ace as well  Calista Flockhart is simply phenomenal, Melissa Benoist is just inspiring and I want to take her home with me! Chyler Leigh too deserves a shout out because Alex is so badass and at the same time huggable  I love that this show is so positive and also manages to bring up issues that deserve to be talked about  I'm looking forward to what happens next and I hope we get a Season 2! ",10,0.7,10,"Positive"
"Supergirl","2016-03-24"," I've seen so many reviews bashing this show as being too tropey, too silly, and my personal favorite, 'too feminist'  As if comic books themselves aren't tropey and at times, silly  In the same breath it's accused of being too radical  A black Jimmy Olsen? How dare they? Supergirl's hair isn't blonde enough? The scandal! Here's the thing about this show  It's far from perfect  The pilot, at times, felt like a kid high off candy - too excitable to be charming  The first few episodes stumbled through a plot  Writing has been somewhat inconsistent, and yes, characters have been changed from their traditional comic-book origins  But the show has been consistent with one thing - it captures the essence of Supergirl  This isn't Arrow or Gotham, where Man!Pain fuels the story along  It isn't supposed to be  This is the story about a young woman coming into her own  Of course it's going to have a strong feminist angle  After years of listening to whiny male superheroes, I'm delighted that we finally have a hero, dealing with balancing what it means to be a woman with what it means to be a superhero  This is designed to be a show that parents can watch with their kids  That doesn't make it infantile or immature, but it does mean that it's going to be lighter than say Arrow  This isn't a bad thing The show has been consistently getting better  It does a fantastic job of showing off the Superman mythos, while keeping it about Kara, reminding us that this is her story  It has a great cast of women Melissa Benoist absolutely captures Kara's dorky persona, as well as the strength of Supergirl  She's a revelation, after watching so many heroes brood on our screens  Calista Flockhart is not just the bitchy boss; she's shown to care deeply about National City and Supergirl herself  She plays the role with so many nuances, it's fascinating to watch  Chyler Leigh, who plays Kara's sister, Alex is equally engaging, and it's refreshing seeing a cast of female characters who aren't sniping or plotting against each other  This show might have taken a while to find its feet, but it's getting there, and the ride has been an enjoyable one  This show has become charming and sweet, and quirky and everything I would have expected from Supergirl  It focuses on hope and friendship and family and why should these values be ridiculed just because they're championed by a girl? ",8,0.6,8.6,"Positive"
"Supergirl","2016-03-04"," Lets make this short  This series started out a promising, then it degenerated into a drama feast  The drama got so heavy that i had to put my hand on the fast forward on the remote control continuously This series is so cheap that it even fails at being a soap opera (with shitty action scenes) I thought this series was to be an action and adventure genre, the crying and emotional roller-coaster always got me cringing my teeth I rated this show high when the first episode came out, however I was totally disappointed when the other episodes came out Please if you want to keep your emotions intact stay away from crap like this  ",2,-0.2,1.8,"Negative"
"Supergirl","2016-03-02"," The show started off rocky  The pilot was terrible but I decided to continue watching it because my 2 daughters liked it  It does have a 'girl power' theme and a very strong relationship driven story, which I love and I feel is very positive for my girls  All the characters grew into their own skin probably around episode 6 and after  From then on, it was very enjoyable to watch  Melissa Benoist took a while but got into her role, there was a lot of key moments that showed her acting props - showing vulnerability and strength at the right moments  I'm gonna keep on watching this as I'm getting really fond of all the characters - even the passive aggressive Cat Grant - which may not be Calista Flockhart's greatest role, but an interesting one none the less  ",9,0.5,9.5,"Positive"
"Supergirl","2016-03-01"," i actually looked forward to this show when i heard it was going to be on c b s  but what i got was the worst form of TV, basically just a agenda of how we all should try to live together, doesn't matter if you are a alien with 4 eyes ,or you are pink with purple spots then we got the supergirl herself-who has to be one of the worst actresses in the world the plots are down right stupid  in this version jimmy is a black photographer who knew who superman was calista flockhart as the mean ole editor,but she is really not that mean like a movie this year called fantastic four, they changed so many items from the original supergirl, and made it a love story, why in the hell can you not have a story which is only about supergirl-no supergirl 7th grade love life?this show sucks big time 1 of the worst on TV remember batman from the 1960's why cant you have made super girl more like that-fun,but not a 7th grade romance  ",1,0,1,"Negative"
"Supergirl","2016-03-01"," So I saw a lot of people giving it a bad review just by watching one or two episodes  I completely disagree to them  The show is getting better by each coming episode  They need to work on visual effects a little, but apart from that I am really enjoying it  I suggest people to watch it as it is actually going good and slowly gaining pace for further seasons  Also a lot of crossovers are there to come soon as DC is bringing multi-verse to the TV and thus I am hoping for it to become more fun very soon  From acting point of view, everybody seems to be doing a brilliant role  Melissa Benoist has shown great potential as Kara and as Supergirl  Calista Flockhart is doing a brilliant job as Cat Grant In short, a series worth watching  ",9,0.8,9.8,"Positive"
"Supergirl","2016-02-26"," Go ahead and watch the show  I desperately tried to like it but there is so much to not like  Utter garbage  The show prides itself on being true to the comic and not being biased When in reality its the opposite  Clearly the jokes are based off of recent one liners you hear from high schoolers  This will surely embarrass any true fan out there to the superman series  Just a heads up to all who believe it would be good its just an attempt at making the other audience (women) feel like they are important too  Ladies you are important believe me  We never said you weren't  But good god this isn't the way to get anyones attention other than to change the channel just watch and be amazed Awful job guys  Awful  ",1,0.3,1.3,"Negative"
"Supergirl","2016-02-25"," I thought this might be a good show but there is only so much political reeducation dogma you can smuggle into my house disguised by a cute young girl in a superhero mini-costume  There has been quite a bit recently but in the latest episode the un-freckled and un-redhead Jimmy Olsen castigated Supergirl for  running her own private Guantanamo  which was not only a pretty harsh falsehood, was politically timed dogma  Supergirl did not even stand up for herself but instead caved   because everyone is supposed to automatically agree that Guantanamo = bad  Never mind that it's not her department (she's not in charge)  She doesn't own the lock-down which is run by the government to secure dangerous aliens  Never mind that she can't shut it down and should not be responsible for releasing anyone, she completely was blamed Ultimately in the story she was the one that had to act  She releases a dangerous criminal to the streets because holding him even with the 'room full of criminal case files against him' was  wrong   OK, I'm willing to stipulate that holding US citizens without due process is wrong   but you don't do what our president does and release dangerous people to the streets to make a political statement  They need to be tried and if convicted go to prison  That's what you do with US citizens who break the law and for whom you have collected a preponderance of evidence to convict  Notice they did not address the alien terrorists which there evidently were quite a few  Can you imagine the disaster releasing alien terrorists to the streets would cause? Yep they didn't address this because even they know this would be a no win for them It's a minor point but it's enough to be annoying  Watching the show I felt compelled to stop the show and teach my kids why what Jimmy Olsen said to Kara was wrong  Please try not to teach my children incorrect principles  thanks a lot Supergirl  ",4,-0.3,3.7,"Negative"
"Supergirl","2016-02-25"," I really want to like this show  It has some great moments and a likable lead  That's the good side, now for the darkside:1) Please, please, please try to keep the plot holes from multiplying like rabbits on a diet of Viagra  Example: the first episode where Supergirl meets her evil aunt, she thinks she is her mother, but learns in a bit of  evil guy dialog  that she is her aunt that she was never told about  A few episodes later we find out that Kara and her aunt were once the best of buds    what the Hell  2)Preach it baby  This show is very much in tune with women rule and boys drool, especially white boys  ALL the major villains are white guys full of  white privilege   General Lang, Mr  Lords, Nom(the real Kryptonian villain as his wife - Kara's aunt - is really a good person inside), the Trickster, all evil white guys  The heroes are selected from a college course on women and minority studies  I have no problem with heroes being of whatever color or gender  I do have a problem when the show gets preachy about how white guys are evil and stacks the deck in such a way that it is painfully obvious  The only sympathetic white guy is a nerd and even with that his dad is evil  3) Too much suspension of belief  Not the lasers coming out of Supergirl's eyes  The fact that she would love her job working for Han Solo's wife (Flockart)who plays an utterly detestable character who has the heart of the Grinch, Donald Trump's narcissism and Hillary Clinton's bitchy I can do no wrong attitude  Sometimes it is funny how over the top she plays the role, reminds me of Shatner's acting skills  4) Why are they ruining the role of Jimmy Olsen? In NO universe is Jimmy a highly confident tall muscely black man  Where is the awkward red head with freckles  I'm sure they did this because this show is more concerned with appeasing the PC gods (see #2)  Sad that they could not be a bit truer to the source material  Will I keep watching the show, maybe  I do get tired of the disjointed plots and every show learning about how evil white guys are, but it does at times redeem itself  They better move their low bar a little higher and soon  ",4,-0.1,3.9,"Negative"
"Supergirl","2016-02-24"," Supergirl aka Kara Zor-El is supposed to be 16 years of age by the time Superman is 29 years of age in the comic book storyline their following as in the movie 1984 Supergirl movie Helen Slater was 20 years of age playing a school girl while Christopher Reeve was in 30'sThe title is just wholly sexist title for the series just makes your blood boil, Just call it Super Women, they try to use a get out of jail clause by using the female magazine editor Calista Flockhart create the name in story saying she created Supergirl not Otto Binder from DC in 1959! Overall Melissa Benoist is too old play SuperGirl but old enough to play Superwoman !The TV series lacks total originality is just blatantly ripping off Superman story if your just going to replicate Clarke Kent mild mannered reporter with Kara Danvars Smallville clone would have been better story vehicle inspiring young girls who get bullied in school and courageously turning the other cheek, similar to Joss Whedon's Buffy Vampire slayer ",2,0.2,2.2,"Negative"
"Supergirl","2016-02-24"," With an influx of superhero TV series and movies, I was excited to see a show that features a female superhero Unfortunately, after watching 3 episodes of Supergirl, I couldn't watch more of this garbage As much as I appreciate family orientated television series, it's a fact that family-friendly theme and excellent acting/dialogue are NOT mutually exclusive!The plot is too uninspiring, and the characters are dull, immature, and lacking in sophistication in some form of character development  It made no sense that a group of 20 year old are behaving like egocentric school age children The scripts are terribly written, acting is cringe-worthy, CG seems outdated, and the overall execution is very disappointing I really wanted to like this show, but there is just too many things to dislike about Supergirl  ",1,-0.4,1,"Negative"
"Supergirl","2016-02-23"," The show is absolutely awful  Promised a female hero, and instead we get a whiny female teen who needs government handlers to tell her when to blast meaningless baddies Superman is conveniently too busy to handle with her eye lasers because apparently, she can't even make that decision without consulting with someone Those are, by the way, my fiancé's words on the show  She absolutely loathes it  In fact, she watches Skorpion some nights, but will change the channel when Supergirl starts and change it back when its over The problem is the writing  The show is really, really awful  The dialogue is cheesy; the villain of the week flavor structure is sad and renders any bad guy meaningless  Changing Jimmy Olsen the way they did also irked me, personally <U+0096> not because they made him black <U+0096> I could care less about the skin color of the actor <U+0096> but because apparently, the bespectacled, somewhat clumsy yet lovable Jimmy Olsen somehow wasn't good enough for this cast  And let's not forget all that talking about FRIENDZONE<U+0085>  Seriously? Can this show be more immature than that? I'm not against memes, sometimes they can be fun, but to see grown ups talking about friendzone in the work place makes me think if the script for this show isn't actually being made by teens, who can't even read aloud what they're writing Now about the female example of strong and independent woman, I think Supergirl isn't even trying  I would watch a show about Felicity Smoak alone, instead of Supergirl  She has the character, the presence and personality you hope to see in a fictional being, everything needed to make her more believable, while Kara <U+0096> although I really like the actress herself <U+0096> has even less personality than the heroes from Teen Titans cartoon Oh, and one last thing: After watching Daredevil on Netflix and seeing the clever tie-in to the Marvel Universe used to explain his uniform, and how he went about getting, the lets-play-dressup method for the two person committee who designed Supergirl's costume in the pilot was laughably pathetic  It was, once more, my fiancé who first pointed this out and I agreed with her immediately  ",1,-0.1,1,"Negative"
"Supergirl","2016-02-22"," First Off the veiled racist outrage at a Black male on White female Interracial romance is hilarious to me  That aside I love the show  Melissa Benoist plays Supergirl in a way that is very balanced and has a wholesome innocence in her delivery  The whole cast are really good actors but for me the action sequences and introduction of new Villain's each week is the real star  I hope Supergirl and Jimmy's romance gets hot and heavy if for no reason but to introduce people to the 21st Century  I'll admit I also watch to see where it goes  I hope they get renewed because I look forward to seeing the new alien or villain they will face each week  i also like the fact that not every problem requires a hammer  Supergirl is well thought out  kudos to the Cast and crew their work is appreciated  ",7,1,8,"Positive"
"Supergirl","2016-02-16"," Green Martians? And now White Martians too? This show is great except for above  Too much suspension of disbelief required when we've got a bunch of rovers on Mars showing no life! Krypton and other distant fictional worlds are fine  But if you include a world we know a lot about (Mars) and say these sentient aliens with powers came from there and offer no further explanation   then it's just dumb! If you want to blur the lines between fact and fiction   you got to do it right and make things seem plausible like in DaVinci's Code  Just putting a green Martian into the show out of the blue is insane  Yeah it might have a background in comics, but many viewers don't read comics  ",8,-0.2,7.8,"Positive"
"Supergirl","2016-02-12"," It is great to see a TV show with women of power at its center  Despite the fact that Calista Flockhart has the tendency to look slightly non-emotive in certain scenes, due to the lack of movement in her forehead region, she still manages to pull off the queen of media empires quite well Melissa Benoist's performance as Kara proves that a woman can be central to a television series while still being seen as something other than a sex object I, personally, am quite the fan of the feminist undercurrent this show has to it, despite the claims of other reviewers on this site  I also like the fact that we are not subjected to an exact copy of the comic book whereby we are forced to stick to a lovely format  But God forbid someone to be black and bald instead of white and ginger  But lets face it, you'd complain if this show were whitewashed to oblivion too  ",8,0.2,8.2,"Positive"
"Supergirl","2016-02-11"," First things first  After seeing some of the reviews on here about this series, SERIOUS consideration needs to be taken into account that MARVEL does NOT completely follow their own story lines either, citing that Tony Stark did not create Ultron like in the movie, as Hank Pym did in the comics for example    So to discredit this show on the basis of it not following the comic is ridicoulous  The show is what you make of it  In general, it is all set for the imagination  Helen Slater's Supergirl, came from Argo City, as Benoist came from Krypton to protect Superman  Does it really matter how the  Mythology  is told, or how the story develops? Supergirl, whether 1984, or time now, was a little quirky and naive, yet strong-willed and opinionated in her character and that is still instilled in the same character be it Slater or Benoist  The show itself started a little clunky at first, and I will admit with Hank, I had no clue who he was with the red eyes  But that was what captivated me  If someone didn't know by now, I was really surprised and actually did research on the Martian Manhunter when I found out about J'onn Jones  It took me back to watching Super Friends cartoons when I was a kid with him Maybe Supergirl wasn't a one hero show, but by adding another element into it like J'onn they definitely added interest, and added elements for a deeper well-defined story  For a first season, it definitely deserves 2 more seasons to develop and see how it continues  Possibly do Flash, and Arrow cameos every now and again Supergirl is still Supergirl, with an update from 1984  And Melissa Benoist does the part justice  We just need to see where it goes from here  ",9,0,9,"Positive"
"Supergirl","2016-02-10"," This show as we all know had a rough start, they wanted to make a geeky CBS show and that doesn't just fit well with the modern DC superhero, I can say I lost hope but it all changed in the episode they switched due to similarities to true life situations, that was when it found the right balance of seriousness and humour, you could immediately feel the stakes increase,the battle with Astra is greatest super powered fight on TV, I am addicted to this show, I just cannot miss it this show has found the right balance of everything  Watch it you will not regret  The visuals are state of the art, Kara might just be the cutest superhero of all times, she manages to make everything look cute and her chemistry with cat is something that is becoming rare to see this days on television, a proper mentor- student relationship  ",10,0.6,10,"Positive"
"Supergirl","2016-02-10"," Okay, where to start  This is 2016, era of the comics movies and TV shows  Movies like Man of Steel, The Avengers have set the bar pretty high for the quality of the TV shows that are following them  In accordance to that, and the DC shows which are running right now, Supergirl has the weakest story line, CGI and not to mention, science of it Well, science is a tricky part when you're dealing with a being of god-like powers  Still, in The Flash, when he runs at Supersonic speeds, he usually breaks glasses around him (Later the Speed Force keeps him from destroying stuff around him while running fast)  Yet in the Supergirl promo/trailer, we see her creating a sonic boom while flying away in front of Catco  leaving the glass buildings around her intact  Anyway, it's not so important for everyone  Then there is the scenario where two super-powered beings are fighting  It's like watching Rousey and Holm fight  In MoS, when Supes and Zod were at it, super-powered beings as they are  created shock-waves with each punch they were throwing at one another, trail of destruction piled up as a consequence of the fight  Yet in the show, we see multiple super beings fight with little to no redress around structures to follow  Watching two powerful beings fight should be a feast for the eyes in this era with the CGI effects and all, but sigh  It's like watching Smallville all over again Talking about Smallville, Kryptonite was basically sold at random shops for free almost and government had infinite access to them, even though it's supposed to be a super rare element  Glimpse of the same domain can be seen in this show Although started off too cheesy, it did get a bit better with the story later on adding a low point  too much spices were added in a simple soup dish  I am still hopeful for this show, given that writing several stories and scripts about an overpowered being can be difficult  ",5,0.5,5.5,"Negative"
"Supergirl","2016-02-09"," When I first watched the pilot- it seemed like a flop and a show that I couldn't spare time for especially with the Arrow and Flash giving great episodes every week  But I came back to it when they said that The Flash was crossing over  And let me tell you- from the 3rd episode onwards- it's a hell of a ride  It picked up the same vibe as the Flash (get it? Vibe?)  The show evolved dimensions and when they added more and more characters from the DC mainstream like a certain very famous alien- it's now on par with the flash  As of episode 13- this show is going great  Hope it gets even better and CBS picks it for another 4-5 seasons at least cause this show has potential Sure Jimmy was like a thorn in the show but how they've integrated him now is worth watching  And it has a much better season so far as compared to Marvel's Agents of shield season 1  Give it a shot  And haters- please do not use feminism and casting as a way to show your disinterest  Of course a show with a female superhero will have to deal with real world female problems  You can't expect Ms  Benoist to start acting like Stephen Amell in Arrow  It's a family show that delivers what it sets out to do  Seriously- I can't wait for the crossover on 28th March 2016  Hope they have more of that  ",10,0.7,10,"Positive"
"Supergirl","2016-02-08"," When I saw episode #1, I thought this was the worst comic book superhero show today and possibly one of the worst shows period in any genre  Based on the pilot, the problem was simple - total lack of character development of Supergirl  I don't want to see her learn all the tricks, fly, and start saving falling planes overnight  I wanted to see it developed over time I want to see her grow up with all the growing pains  My feelings didn't change after episode 2 I was still disappointed after episodes 3 & 4  But I think after episode 5, it just grew on me  The show got a little more serious  It is a balancing act doing the right thing  Do you believe in the death penalty even for monsters and killers? Is it okay to kill as long as you are only killing other killers (like the show Dexter) ?One thing about Supergirl I like that no other Superman/Supergirl show or movie has ever showed - Supergirl learning martial arts  It makes perfect sense to me  I was glad to see this  Why didn't Superman learn martial arts? There are other alien reprobates who are just as strong  But if Superman knew martial arts, he could better fight them  Anyway, I see at times that Supergirl really wants to kill the villains or have her own brand of justice  It's her struggle  I like that  So the take home message is this  Supergirl doesn't have the best writing or acting  The actresses are all pretty and easy on the eye  The show gets better over time  It grows on you  And you may get addicted to Supergirl like me  ",10,-0.3,9.7,"Positive"
"Supergirl","2016-02-08"," After yet another bad episode, I wonder: how long can this last? The writing is just so very, very bad  For Supergirl to give a speech in the middle of a fight is just mindless  I'm reminded of a scene in the movie 'Van Helsing,' when one of Dracula's vampire wives is going to kill the princess (Kate Beckinsdale), she taunts her, finally ending  What do you think of that?  And Beckinsdale's character stabs her with a pointy stake and responds,  I think if you're going to kill someone, just kill them, don't talk them to death   THIS is how so many scenes in Supergirl are: punch, give a speech (usually,  You don't have to do this ), get knocked down/ thrown 100 feet away, get up, fly back, get punched again, fly out of the way just as the killing blow is about to be administered, then punch her adversary ______(fill in the villain) and end the fight  The Supergirl character is simply too dumb to be believable Add to this the many DEO agents who, by now, must know her 'secret identity,  if it can be called that, since, in the course of 4 episodes, at least 3 people learn of her identity, not to mention Maxwell Lord, who is far too smart to not put 2 and 2 together and realize she's related to  Agent Danvers   Chalk this up to the writers, who write for a first grade level (no insult intended to the many (much) smarter 1st graders out there  One minute she's angry and the next scene, she's happy and smiling even though she she's had to watch someone killed/maimed/tortured  The recovery time of her emotions would work for a sociopath, but not the kindhearted human being she is  It's too weak for words  Speaking of weak, her powers are abominably poor for a 'Super Girl ' She's been on earth for a decade or so, yet can't even lift a plane finger, struggles to get out of quicksand,can't dodge a gun, fist, or bomb at all, and, just plain slow in her use of her powers  If she was in a boxing ring, she'd be out after the first round  I like Benoit, because I can see her goodness, but in something like Supergirl, to use Mae West's phrase:  Goodness has(d) nothing to do with it   ",1,-0.6,1,"Negative"
"Supergirl","2016-02-08","  Supergirl  is a 'new' take on DC Comics' character and explores what it's like being a female super hero in a world where everyone already looks at the man of steel as their sole protector  Unlike Superman's solitary role, Supergirl is someone intricately tied to her friends and family, great part of her strength coming from values such as friendship and kindness -- something which today, on television, is rarely seen in such a raw, campy manner  With every episode, the show carries positive messages, feminist reinforcement for the many women who admire and take inspiration from a character like Supergirl  It carries that 1990's spirit that characterised popular TV series like Xena or Buffy: women are just as capable of getting things done, and have no need to fight other women for it Some level of criticism can be applied to how some episodes roll out, the general plot itself, or sometimes the overacting/stiffness of a character here and there but these are minimal things that shouldn't detract from enjoying the show itself because this is being developed on a different scope from other super hero shows, and it's fairly ridiculous to try and compare them when the differences are pretty clear Which brings to my final point that it's disingenuous that negative reviews that employ such language as  political correctness  or  feminist propaganda  continue to be featured as the hallmark of opinion on the show, not the expected commentary for a primary male demographic that has a hard time accepting that TV series can also be made with the aim of appealing to female demographics and providing them a source of not only entertainment but confidence and feminist empowerment  ",8,0.8,8.8,"Positive"
"Supergirl","2016-01-05"," I don't even know where to begin    it's bland-as-hell, uninspired, feels like a mishmash of all the other procedural on CBS but instead of the lead having super-memory or some other trait she happens to be an alien and will chase down a new baddie each week with some vague season-long plot slowly teased out  Nothing sets this show apart from the other comic book shows currently on the air  Just totally forgettable  Instead of watching this, go watch ABC/Marvel's Agent Carter or Jessica Jones  By the end of the first (double) episode I totally got why they felt Carter was worthy of her own spin-off  She definitely holds her own  It's a smart, well-written well-paced show and shows how you build a comic book show around a smart, strong female character  It's a fairly feminist show without ever ever feeling like one (no big speechifying about sexism or anything, Carter just kicks ass and takes names while her male co- workers/bosses tell her to get them a coffee instead of doing men's work)  AC's take on Mad Men-era rampant casual sexism is totally different (and way superior) to Supergirl dancing around it with a 'oh you don't think she can't beat so-and-so villain? Why because she's a GIRL?!' manner  ",1,0.2,1.2,"Negative"
"Supergirl","2016-01-04"," I understand the point of super girl and that was to create a super hero for women to look up too but i think with this new series super girl they could have done a much better job  Its like this series was created fast thinking that it would be a hit just because all the other hero series where very good so they thought this one would get the same reaction  I believe this one is very corny honestly  I think Jessica Jones is much better and more fun to watch  I personally can not wait for the season  With that said I would choose Jessica Jones over super girl any day  So if you have not seen Jessica Jones yet I think you should when ever you have the time, but this is my opinion I want to hear what others will say about my review on which one is better and who is the better superhero right now! ",5,1.4,6.4,"Positive"
"Supergirl","2016-01-03"," I am from India writing this review World was biased to see men as superheroes  80-20 ratio male:female in world of marvels, to best of my knowledge  This is new  I have never seen wonder woman, even if i did in my childhood it as animated cartoon    I don't remember  We guys liked Superman, Batman, Ironman etc till recent period Time is changing  Women Equality is a hot topic in India too    I suppose this series and others such as Quantico (Priyanka Chopra from India as main lead), or Harvey Spector's boss in Suits is a female    Females are getting roles through which women empowerment is being done  Females are not just toys of fashion or attraction but also can handle power when need be!Let me come back to Supergirl series  I have seen all 8 episodes aired till date  I like the work and plots    Yes they are not matching Ironman and Avengers level but we should remember its a TV series and not a movie All ppl are hardworking, Kara use her boss' tips many times  Writers should improve a bit on chemistry    but then if kids are watching too    intense scenes should be avoided   For me    I am a 25 year old guy who has love for super heroes    This TV series is very relaxing for me  And i wait eagerly for its episodes Thanks! :-) ",10,0.7,10,"Positive"
"Supergirl","2016-01-03"," I see the MRAs are out in force deriding Supergirl as feminist propaganda  This is FP in the same way the world is a matriarchy because men have to make the first move  Anyone who isn't a teenager in his mother's basement, angry that he's never felt the touch of a woman, would know that just having a woman in the titular role does not make something pro women and Supergirl is definitely not pro women  Superman retains his autonomy  He makes it clear, that his role is to help the world but he is not answerable to anyone  By contrast Supergirl has barely pulled her tights on before she relinquishes all autonomy to the DEO, an organisation she is not part of  She allows some man (whose name I don't care to remember) to berate her constantly for the choices she has made about her coming out, something that is entirely her prerogative and hers alone  So desperate is she to relinquish authority she begins referring to this man as  boss  so that she can feel comfortable knowing there is a man in charge and she's been relieved of all the pesky decision making  Calista Flockhart's character is an 80s power executive cliché who wields authority not by gaining the respect of her subordinates but by threatening them constantly with unemployment  Her management style would garner zero loyalty and trots out the tired stereotype that the only way women can lead is by being super bitches  Writing for Calista is so poor it frequently relies on the old  oh no, Kara's done it, she gone get fired now  only for Calista to say  I like this one, she's got moxy   In a later episode, Supergirl, not content with allowing DEO to call the shots, acquiesces to an Executive Order  Her alter ego is an American, but Supergirl is not, so why exactly is she required to follow an EO? She's not, but because she embodies a cornucopia of poor choices she allows herself to get  chickened  into agreeing to do something  Later, in this same episode, she is being repeatedly blamed for something in classic scapegoating  Ineffectual Supergirl splutters red faced, but is incapable of standing up for herself  Never fear though, boss man is here to save the day and gives her adversary a verbal dressing down  Something, weak, pathetic little Kara can't really manage   that is until she blows up at her boss because she can say boo to a woman  If there is anymore evidence of how Supergirl is definitely not pro women, Superman battles five Kryptonians and doesn't lose his powers  Supergirl has a five minute showdown with budget Vision and she loses her powers for days  At least in Smallville Kara was shown to be stronger than Clarke  I begrudgingly watched seven episodes before I decided that watching this show was above and beyond the call of duty  I appreciate a lot of the problems with Supergirl are due to the source material (DEO is canon) and female superheroes never work when they're just the female counterpart of a male superhero  This is gender swapped superman  Kara is working in a newspaper office?! (If she's answerable to DEO why isn't she on their payroll?)  She has a crush on a man who is crushing on her alter-ego (or would be if this stupid adaptation hadn't made supergirl reveal who she is to everyone of note in the pilot)  She disguises her identity by acting clumsy and dorkish with glasses  She speaks to her Kryptonian mother when she needs guidance  The Season Arc villain is shaping up to be a Lex Luthor Light (rich guy whose power is his colossal brain)  As huge nerd who is loving Flash and Arrow  I was really hoping DC would continue their trend of killing it in TV  But I guess the inability to write for a female superhero is still a problem in writers' rooms  If you can't write a super heroine with depth go back to feeding the MRAs with an actress with pneumatic boobs who has a talent for placing both her T and A in the shot at all times  At least then someone will be happy  ",1,-0.4,1,"Negative"
"Supergirl","2015-12-31"," OK so this one started out a little rough, rushed and much like a kid desperate to get your attention but from episode 4 onward it has come on leaps and bounds! Lets start with Kara    well she's no Felicity Smoak (who if you look up A-dork-able in the dictionary there is a picture of Felicity) but she does a pretty plausible job of being clumsy, awkward, put upon nerd by day and super heroine by night (or day, depending on the nature of the disaster!)  It has to be considered a cute and cuddly superhero series, kid friendly to a large degree (If flash is Doctor Who and Arrow is Torchwood, then Supergirl is definitely Sarah Jane Adventures), it's likable and fun! While I totally disagree with Jimmy    sorry James Olson being a buff black dude instead of a nerdy kid, the character dynamic between Kara, James and Winn works really well  The whole secret government agency thing with Hank  I'm not really Hank  Henshaw and Kara's older (and far hotter) adoptive sister Alex, gives that nice support team feel that I'm sure we've gotten used to with superhero series  Whilst I was initially hoping that CBS and The CW could work out their differences so Kara could go to Star City or Central City (or visa versa) to flesh out her universe, I now don't think there's any need, it would still be cool but not the life preserver that I thought this series needed after the first 3 episodes  Try episodes 4 onwards, if you still can't get on with it then it's obviously not for you  ",7,0.5,7.5,"Positive"
"Supergirl","2015-12-24"," I had a lot of hope for Supergirl  But in short, there are too many insinuations about perceived social injustices, particularly gender issues  Like in the beginning S01E06, where a two male drivers irrationally don't consider the children they were about to run over, and Supergirl gets all the blame for controlling the situation  This is unrealistic in every way imaginable, and it perpetuates the stereotype that men are evil and inconsiderate  In the real world, everyone would have 100% sympathy for her, and probably demand the death penalty for the two men  This show is clearly aimed to please the female demographic, and I can take a hint  I hope it fails miserably  ",2,-1,1,"Negative"
"Supergirl","2015-12-21"," As others have commented, I truly don't understand the hateful reviews of this show on this site  Those spiteful reviews are truly (ahem) bizarro, and it makes me think that some reviewers here have other agendas that I won't comment on at this time  Suffice it to say that this show is a ton of fun, has great acting, and if you don't take yourself so seriously, a joy to watch  I look forward to watching this show every Monday night  The interplay between sisters is awesome, love how Hank Henshaw's character has developed, love the interactions with Cat Grant  I also happen to love the new take on Jimmy Olsen  I hope to be watching it with my children someday  Thank you to all who are working to continue to bring us this awesome show! ",10,0.8,10,"Positive"
"Supergirl","2015-12-20"," Its like they try to produce a condensed movie every week  Special effects are outstanding, acting is decent  Storyline is improving every week  I think the only thing I would change is the Jimmy Olsen actor  He did a good job playing a pro football player, but does not fit the Jimmy Olsen character at all  But its not like he takes much away from the show  They do a good job with every episode, and it is fun to watch  I like the fact that they stick to the comic book where they can, but also can make good choices on things they add in to the story  The storyline of her pulling a prison ship with her accidentally when her ship landed filled 2 purposes  First it explained her delay in arriving to Earth, stuck in space for 24 years  Second it provides villains that are capable of defeating her  That way a villain does not have to find kryptonite, or they are out of luck  I also like that they can't explain why her ship broke free after so much time, not every mystery needs solved  I was glad it got picked up for a full season, and hope it has a run of several good seasons  ",10,0.8,10,"Positive"
